=N(NEW SESSION Bluetooth Keyboards, Train d'idees, Couteau Suisse)
type; idee_generatrice; Numero; label de l'idee; temps 1er car; temps validation; id utilisateur; idtrain-ididee; predecesseur; label predec; dist; alpha; cx; cy; pos; predecs; suivants
LEAFELEM; _ANNEAU_CENTRAL; 6; confiture; 85067; 86904; 1; 7-5; -; -; 0.28218754950788055; -0.20760157000302026; 0; 8; 844.967431191435,555.5354077865278; 791.1923846306178,539.9070890611507 821.9210914230598,548.8371830620068 ; 891.0566857382115,568.9435722195985 875.6945132637359,564.4710709825647 860.3313032651655,560.0021068696951 
LEAFELEM;  confiture ; 19; cuiller; 262892; 271455; 2; 10-5; 7-2;  confiture ; 0.3921202265140619; -0.7082156923580376; 0; 8; 856.3579260376504,658.909755793319; 844.967431191435,555.5354077865278 848.4745569980054,587.3426407466092 851.1034863223884,611.1982206411742 852.8552874006825,627.1020303685544 854.6065996594358,643.0058938330408 ; 
LEAFELEM;  cuiller ; 20; couverts; 276916; 280153; 2; 23-4; 10-5;  cuiller ; 0.5270459098436888; -0.9274258397474329; 0; 8; 865.9905458486428,746.3809659977817; 856.3579260376504,658.909755793319 859.860579003865,690.7174816189462 862.487812571329,714.5732491110756 864.2393394307345,730.4770899412176 ; 
LEAFELEM;  couverts ; 22; serviette; 294169; 297456; 1; 24-5; 23-4;  couverts ; 0.704819411435612; -1.070944231107756; 0; 8; 877.3538924118609,849.7582779554573; 865.9905458486428,746.3809659977817 869.4929587012828,778.1887182636942 872.1181794749979,802.0447063452933 873.8664160226813,817.9489063659485 875.6119182261313,833.8534023401979 ; 
LEAFELEM;  serviette ; 29; grille pain; 399670; 403244; 1; 32-4; 24-5;  serviette ; 0.8589506657816809; -1.1509646009380408; 0; 8; 883.8099185352899,936.787571716076; 877.3538924118609,849.7582779554573 880.837843897099,881.5680576159408 883.4620032379066,905.4241129292227 885.2054279959196,921.3287901114973 ; 
LEAFELEM;  confiture ; 31; casserole; 442730; 446845; 2; 10-8; 10-5;  cuiller ; 0.46307547578213915; -0.8436291698435436; 0; 8; 861.6119054869724,706.6213445317597; 858.1092525207578,674.8136187061326 859.860579003865,690.7174816189462 ; 
LEAFELEM;  confiture ; 32; telephone; 483693; 486396; 2; 10-11; 10-8;  casserole ; 0.5402202216200434; -0.9417767744882042; 0; 8; 866.8658849362946,754.3329332702004; 863.3632319700798,722.5252074445733 865.1145584531872,738.4290703573869 ; 
LEAFELEM;  confiture ; 33; petit suisse; 488222; 492234; 4; 10-14; 10-11;  telephone ; 0.6212529652005709; -1.0148826775571678; 0; 8; 872.1198643856168,802.0445220086411; 868.617211419402,770.236796183014 870.3685379025094,786.1406590958276 ; 
LEAFELEM; _ANNEAU_CENTRAL; 34; telephone; 495493; 498893; 2; 21-5; -; -; 0.2520666423199838; -0.9248366183789498; 0; 8; 779.6610390903309,630.6724547506811; 756.4347267610161,580.7539766175275 772.2679586402855,608.562406423205 ; 787.2511292655367,675.8379406666897 785.8965620452998,660.6432808625175 784.3051512699288,645.4745741456195 
LEAFELEM;  telephone ; 35; comunicatiogps; 475221; 509320; 1; 35-5; 21-2;  telephone ; 0.30065424071578073; -1.612286360570156; 0; 8; 693.4529475856002,682.7076381760759; 779.6610390903309,630.6724547506811 755.3503101103498,651.4808294219982 734.9347697542705,662.3843629807299 721.2133681446854,669.405838253046 707.3846336639958,676.1787666188044 ; 
