=N(NEW SESSION Bluetooth Keyboards, Train d'idees, Couteau Suisse)
type; idee_generatrice; Numero; label de l'idee; temps 1er car; temps validation; id utilisateur; idtrain-ididee; predecesseur; label predec; dist; alpha; cx; cy; pos; predecs; suivants
LEAFELEM; _ANNEAU_CENTRAL; 69; Nourriture pour animaux; 473720; 479128; 2; 30-5; -; -; 0.2400184486851503; -1.548222657281233; 0; 17; 702.8442594245083,650.9775815102892; 701.9614994059793,594.9845396680238 702.4659337064996,626.9805635778232 ; 
LEAFELEM; _ANNEAU_CENTRAL; 70; Whiskas; 481379; 483303; 2; 30-8; 30-5;  Nourriture   pour animaux ; 0.33144547426334503; -1.5501070054255024; 0; 8; 703.5998686828008,698.9716332398112; 703.0964751226211,666.9755934880815 703.3486453506523,682.9736061814369 ; 699.1356403758442,744.9310957887335 703.7746052626104,730.9166629304528 703.8340108385022,714.9697461761093 
LEAFELEM; _ANNEAU_CENTRAL; 92; Toupie; 684148; 684952; 2; 47-5; -; -; 0.24677313937159956; 2.009548185872627; 0; 8; 644.9633749622895,407.71530084824735; 662.4785790422492,460.90569120243526 652.469884530146,430.5111845579214 ; 629.9505146221487,362.1234811420543 634.954769544445,377.32076486716625 639.9590563926747,392.5180380801284 
LEAFELEM; _ANNEAU_CENTRAL; 44; communications privée; 268555; 273943; 1; 21-5; -; -; 0.25374619347075533; 0.9326619623826456; 0; 17; 779.3569504187597,417.99917140662166; 753.260954053229,467.51661274764984 768.0506300329565,439.1394126670451 ; 805.3395176827986,378.88494322459013 794.9550174942864,390.2021499314707 787.0358816538042,404.00092199944487 
LEAFELEM; _ANNEAU_CENTRAL; 99; ventilateur; 782760; 787333; 3; 65-5; -; -; 0.2828782330180737; -2.9692368765768657; 0; 8; 553.6893454516547,550.4701977136909; 608.1429609742178,537.4010065940817 577.0266091739879,544.8691155009158 ; 507.01484862552434,561.672489698273 522.5730023538881,557.9383428780174 538.1311710039686,554.2042582186522 
LEAFELEM; _SUR-LA_TABLE; 48; arme de defense; 276593; 282279; 1; 23-5; -; -; 0.9916590527513799; 0.4580761395402392; 0; 8; 1166.9475455172199,294.7692067032653; 1193.0,281.0 1182.8888701459175,293.40020375130507 ; 1118.960465059462,295.72908106405686 1134.959373126484,295.5421568468605 1150.958281193506,295.3552326296642 
LEAFELEM;  arme de defense ; 123; detecteur mine metal; 1207937; 1214751; 1; 99-5; 23-2;  arme de defense ; 1.015219618206573; 0.6697505132172893; 0; 8; 1117.8519065080434,194.12473097706354; 1166.9475455172199,294.7692067032653 1152.9220269732878,266.01734627064474 1138.8965084293557,237.26548583802415 1131.8816411222515,222.88523421770395 1124.8667738151473,208.50498259738373 ; 
LEAFELEM; _SUR-LA_TABLE; 119; e-carnet de santé; 1113899; 1124105; 1; 56-5; -; -; 0.6862934178870759; -1.901966154691661; 0; 8; 582.847315383465,865.7260672320873; 612.2644017259839,878.3211071731429 597.5558587645579,872.0235867125263 ; 553.0,838.0 554.4566490221298,853.9335549588385 566.948270946634,863.931523837328 
LEAFELEM;  e-carnet de santé ; 121; e-mail; 1145546; 1148073; 4; 97-5; 56-2;  e-carnet de santé ; 0.5058410847943144; -2.091211107503277; 0; 8; 567.9496657627172,755.4090103985899; 582.847315383465,865.7260672320873 578.610389887076,834.3516449115706 574.3734643906872,802.977222591054 572.2321981813639,787.1211518602327 570.0909319720406,771.2650811294112 ; 
LEAFELEM;  e-carnet de santé ; 125; puce de localisation; 1238398; 1242931; 4; 97-8; 97-5;  e-mail ; 0.43687549853548985; -2.218983662501744; 0; 8; 561.5258671347472,707.8407982061258; 565.8083995533939,739.5529396677686 563.6671333440705,723.6968689369471 ; 
LEAFELEM; _SUR-LA_TABLE; 17; teleporteur; 52392; 55990; 1; 5-5; -; -; 0.3548508828195741; -2.3225787487995975; 0; 8; 572.7701769375933,661.0846706174538; 541.0,662.0 556.8315617454374,659.6844757180278 ; 
LEAFELEM;  teleporteur ; 54;  Cape d'invisibilité; 318728; 331513; 2; 26-5; 5-2;  teleporteur ; 0.4577481816685992; -2.0431324896803478; 0; 8; 590.6631181749103,739.0048808956337; 572.7701769375933,661.0846706174538 575.7040712955051,676.8117702854292 579.7740659211663,692.271698605698 583.3224829390507,707.8708125196249 586.9932551095259,723.4397746157152 ; 
LEAFELEM;  Cape d'invisibilité ; 84; harry poter; 573234; 583155; 4; 55-4; 26-5;  Cape d'invisibilité ; 0.5545421450471666; -1.8962021207014716; 0; 8; 606.9262075805178,800.8561938909785; 590.6631181749103,739.0048808956337 594.8288983922972,754.4337459368776 598.7840415047027,769.9320299828661 602.8560382711662,785.3975823023468 ; 
LEAFELEM; _SUR-LA_TABLE; 22; projecteur; 72479; 75990; 1; 5-8; 5-5;  teleporteur ; 0.327623934647425; -2.0660184067707297; 0; 8; 618.2597258813064,676.3387266726813; 588.0387036010944,665.8671483775645 603.3158253104657,670.6220986693189 ; 661.8705015307575,696.3823723299963 647.3914611973039,689.5737461086338 632.9124208638503,682.7651198872715 
LEAFELEM;  projecteur ; 117; porte feuille virtuel; 1078848; 1083662; 1; 93-4; 5-5;  projecteur ; 0.4671553096520305; -1.9094202178435182; 0; 17; 618.528367232049,756.3290778817752; 618.2597258813064,676.3387266726813 618.3671638878803,708.3293485754361 618.4208983359366,724.3292583442159 618.4746327839929,740.3291681129955 ; 
LEAFELEM;  porte feuille   virtuel ; 118; clés; 1089760; 1091137; 3; 94-5; 93-4;  porte feuille   virtuel ; 0.6128464042196844; -1.8259390106813118; 0; 8; 618.7970394723299,836.3286267256738; 618.528367232049,756.3290778817752 618.5821016801052,772.328987650555 618.6358361281614,788.3288974193347 618.6895705762175,804.3288071881144 618.7433050242737,820.3287169568941 ; 
LEAFELEM;  porte feuille   virtuel ; 124; resonnaissance propriétaire; 1224224; 1229876; 3; 94-8; 94-5;  clés ; 0.70162657498482; -1.7926216168330562; 0; 17; 618.9582428164983,884.3283560320128; 618.850773920386,852.3285364944535 618.9045083684422,868.3284462632332 ; 
LEAFELEM; _SUR-LA_TABLE; 93; Premiers secours; 682807; 686169; 3; 13-5; -; -; 0.691287326270174; -2.1629157445541107; 0; 8; 497.44350640038715,826.1412240250066; 504.0,797.0 495.12150675556126,810.3106107188385 ; 509.54300620813086,872.5804964902109 505.281769785767,857.1583739335483 501.0205333634031,841.7362513768858 
LEAFELEM;  Premiers secours ; 115; Fil à suturer; 1032298; 1040484; 2; 91-17; 91-14;  Et tout type   de médicaments ; 1.2450646746384075; -2.345182659735188; 0; 8; 242.91098303777102,992.2682944079828; 269.70837376608716,974.7783015505241 256.3096784019291,983.5232979792535 ; 
LEAFELEM;  Premiers secours ; 111; Preservatif; 1006107; 1008658; 2; 91-5; 13-2;  Premiers secours ; 0.8915390305678164; -2.256284774630962; 0; 8; 403.6953274076679,887.3283372632308; 497.44350640038715,826.1412240250066 470.66745995026463,843.6172860010247 443.8914135001421,861.0933479770428 430.49271813598403,869.8383444057721 417.09402277182596,878.5833408345014 ; 
LEAFELEM;  Premiers secours ; 112; Pilule; 1011869; 1013796; 2; 91-8; 91-5;  Preservatif ; 0.9790813767287446; -2.284513421591864; 0; 8; 363.4992413151937,913.5633265494188; 390.2966320435098,896.0733336919601 376.89793667935174,904.8183301206894 ; 
LEAFELEM;  Premiers secours ; 113; Reserve de vigra; 1016707; 1020146; 2; 91-11; 91-8;  Pilule ; 1.0672756011617828; -2.308093020162495; 0; 8; 323.30315522271945,939.7983158356068; 350.1005459510356,922.3083229781481 336.7018505868775,931.0533194068774 ; 
LEAFELEM;  Premiers secours ; 114; Et tout type de médicaments; 1021894; 1028345; 2; 91-14; 91-11;  Reserve de vigra ; 1.1559725095175815; -2.3280638593561203; 0; 17; 283.10706913024524,966.0333051217948; 309.9044598585614,948.5433122643361 296.5057644944033,957.2883086930655 ; 
LEAFELEM; _SUR-LA_TABLE; 20; téléphone; 70851; 73002; 3; 2-20; 2-17;  décpsuleur ; 0.5077075307359696; -2.706764423673851; 0; 8; 458.2577157304965,637.2839255739467; 454.0902797065893,605.5652493572253 455.8036647633823,621.4732445686641 ; 
LEAFELEM; _SUR-LA_TABLE; 5;  ciseaux; 13303; 19706; 3; 2-5; -; -; 0.4582352273916265; 2.611004635710283; 0; 8; 492.5030374636673,403.26004461685477; 504.594899444832,373.6325763850186 498.5489689478434,388.44631070238717 ; 
LEAFELEM; _SUR-LA_TABLE; 21; gps; 74750; 75202; 3; 2-23; 2-20;  téléphone ; 0.5325969586717049; -2.537498737534804; 0; 8; 469.8733859827527,683.8250510072153; 461.4381498001784,652.9646410910526 465.32095818187463,668.4863613266137 ; 490.0,727.0 480.84333563703285,713.8791959947582 475.0581362346048,698.9617073363363 
LEAFELEM;  gps ; 88; moyen de transport; 656980; 660499; 2; 60-5; 2-20;  gps ; 0.6783262473126831; -2.5706788624421786; 0; 8; 400.3568796959802,717.4483473785915; 469.8733859827527,683.8250510072153 456.5033807122676,692.3482198299671 442.3954450851788,698.0794364956616 428.32611910797533,704.189856436438 414.3050089568997,710.6292694462417 ; 
LEAFELEM;  gps ; 90; voiture; 664842; 665905; 2; 60-8; 60-5;  moyen de transport ; 0.7683332718975571; -2.5722240527155247; 0; 8; 360.2608497898496,742.4595926114708; 386.5359993184237,724.7741663596745 372.9039922769975,732.6780113648337 ; 
LEAFELEM;  gps ; 91; hélicoptère; 669309; 672405; 2; 60-11; 60-8;  voiture ; 0.853115621956788; -2.592839352160541; 0; 8; 317.874895885479,758.6279230701682; 346.1327870965392,747.2910826405736 332.01706954195805,752.9131683410928 ; 
LEAFELEM; _SUR-LA_TABLE; 6; couteau; 21140; 22502; 3; 2-8; 2-5;  ciseaux ; 0.4517974117322805; 2.81175685097626; 0; 8; 475.59215450605603,448.1759003486353; 486.5907016770647,418.1276027736759 480.92098436683284,433.08936422151544 ; 
LEAFELEM; _SUR-LA_TABLE; 9; pince à épiler; 24390; 28265; 3; 2-11; 2-8;  couteau ; 0.45627857978137326; 3.013146662256058; 0; 8; 462.4270919822236,494.31577985403345; 470.688194584933,463.4058437855631 466.2801395641661,478.78664516045546 ; 
LEAFELEM;  pince à épiler ; 39; Pince à linge; 209564; 213275; 2; 18-5; 2-8;  pince à épiler ; 0.6049288510343525; 3.037528602047895; 0; 8; 384.1304321083338,492.0101610269209; 462.4270919822236,494.31577985403345 446.5620972505941,495.0773583641421 431.002942689629,494.12868545816235 415.31660201436864,493.6683720993555 399.63377673571983,493.19266526882086 ; 
LEAFELEM;  Pince à linge ; 68; fil d'etandage; 473369; 476567; 1; 46-4; 18-5;  Pince à linge ; 0.724183928928733; 3.041487877239313; 0; 8; 321.7068155028279,487.0040417617463; 384.1304321083338,492.0101610269209 368.6564758380277,490.68435472700907 352.9059653196125,489.58857248157346 337.19643039552153,488.28719805810545 ; 
LEAFELEM; _SUR-LA_TABLE; 11; lime; 30230; 31715; 3; 2-14; 2-11;  pince à épiler ; 0.46842729033961794; -3.0738303553807724; 0; 8; 454.64006550072264,541.6516474732007; 459.1775982163508,509.9823298975355 456.57128005832766,525.7686247655265 ; 
